ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 00:00, 00:15,0.307,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 00:15, 00:30,0.293,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 00:30, 00:45,0.311,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 00:45, 01:00,0.313,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 01:00, 01:15,0.287,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 01:15, 01:30,0.428,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 01:30, 01:45,0.397,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 01:45, 02:00,0.326,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 02:00, 02:15,0.325,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 02:15, 02:30,0.33,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 02:30, 02:45,0.322,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 02:45, 03:00,0.317,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 03:00, 03:15,0.47,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 03:15, 03:30,0.323,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 03:30, 03:45,0.334,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 03:45, 04:00,0.299,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 04:00, 04:15,0.312,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 04:15, 04:30,0.33,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 04:30, 04:45,0.45,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 04:45, 05:00,0.329,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 05:00, 05:15,0.316,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 05:15, 05:30,0.332,A,Consumption
'10443720001617272,12/22/2025,12/23/2025 07:43:40, 05:30, 05:45,0.33,A,Consumption
