ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 06:00, 06:15,0.926,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 06:15, 06:30,0.798,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 06:30, 06:45,0.674,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 06:45, 07:00,0.823,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 07:00, 07:15,0.63,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 07:15, 07:30,0.545,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 07:30, 07:45,0.548,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 07:45, 08:00,0.432,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 08:00, 08:15,0.553,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 08:15, 08:30,0.512,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 08:30, 08:45,0.469,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 08:45, 09:00,0.69,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 09:00, 09:15,0.925,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 09:15, 09:30,1.139,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 09:30, 09:45,0.9,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 09:45, 10:00,1.039,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 10:00, 10:15,0.901,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 10:15, 10:30,0.973,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 10:30, 10:45,0.948,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 10:45, 11:00,0.913,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 11:00, 11:15,0.997,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 11:15, 11:30,0.899,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 11:30, 11:45,0.889,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 11:45, 12:00,0.866,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 12:00, 12:15,1.027,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 12:15, 12:30,0.923,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 12:30, 12:45,0.881,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 12:45, 13:00,0.896,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 13:00, 13:15,1.034,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 13:15, 13:30,0.896,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 13:30, 13:45,0.553,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 13:45, 14:00,0.401,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 14:00, 14:15,0.404,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 14:15, 14:30,0.434,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 14:30, 14:45,0.407,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 14:45, 15:00,0.412,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 15:00, 15:15,0.41,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 15:15, 15:30,0.563,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 15:30, 15:45,0.403,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 15:45, 16:00,0.355,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 16:00, 16:15,0.438,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 16:15, 16:30,0.433,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 16:30, 16:45,0.367,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 16:45, 17:00,0.449,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 17:00, 17:15,0.426,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 17:15, 17:30,0.354,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 17:30, 17:45,0.424,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 17:45, 18:00,0.403,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 18:00, 18:15,0.577,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 18:15, 18:30,0.578,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 18:30, 18:45,0.463,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 18:45, 19:00,0.462,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 19:00, 19:15,0.672,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 19:15, 19:30,1.054,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 19:30, 19:45,1.201,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 19:45, 20:00,1.027,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 20:00, 20:15,1.018,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 20:15, 20:30,1.03,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 20:30, 20:45,1.076,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 20:45, 21:00,0.976,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 21:00, 21:15,0.926,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 21:15, 21:30,0.904,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 21:30, 21:45,0.824,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 21:45, 22:00,0.734,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 22:00, 22:15,0.828,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 22:15, 22:30,0.69,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 22:30, 22:45,0.355,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 22:45, 23:00,0.373,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 23:00, 23:15,0.44,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 23:15, 23:30,0.475,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 23:30, 23:45,0.4,A,Consumption
'10443720001617272,12/05/2025,12/06/2025 07:42:56, 23:45, 00:00,0.396,A,Consumption
