ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 00:00, 00:15,0.287,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 00:15, 00:30,0.284,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 00:30, 00:45,0.286,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 00:45, 01:00,0.287,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 01:00, 01:15,0.295,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 01:15, 01:30,0.289,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 01:30, 01:45,0.282,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 01:45, 02:00,0.311,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 02:00, 02:15,0.286,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 02:15, 02:30,0.28,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 02:30, 02:45,0.32,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 02:45, 03:00,0.343,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 03:00, 03:15,0.336,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 03:15, 03:30,0.312,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 03:30, 03:45,0.307,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 03:45, 04:00,0.296,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 04:00, 04:15,0.313,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 04:15, 04:30,0.295,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 04:30, 04:45,0.284,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 04:45, 05:00,0.289,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 05:00, 05:15,0.307,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 05:15, 05:30,0.302,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 05:30, 05:45,0.364,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 05:45, 06:00,0.35,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 06:00, 06:15,0.31,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 06:15, 06:30,0.566,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 06:30, 06:45,0.775,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 06:45, 07:00,0.967,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 07:00, 07:15,0.882,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 07:15, 07:30,0.704,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 07:30, 07:45,0.739,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 07:45, 08:00,0.629,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 08:00, 08:15,0.442,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 08:15, 08:30,0.42,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 08:30, 08:45,0.451,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 08:45, 09:00,0.528,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 09:00, 09:15,0.949,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 09:15, 09:30,0.942,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 09:30, 09:45,0.896,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 09:45, 10:00,1.834,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 10:00, 10:15,0.941,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 10:15, 10:30,1.867,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 10:30, 10:45,1.588,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 10:45, 11:00,1.578,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 11:00, 11:15,1.386,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 11:15, 11:30,1.162,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 11:30, 11:45,1.522,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 11:45, 12:00,1.063,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 12:00, 12:15,0.911,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 12:15, 12:30,0.901,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 12:30, 12:45,1.282,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 12:45, 13:00,1.169,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 13:00, 13:15,0.926,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 13:15, 13:30,1.547,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 13:30, 13:45,0.973,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 13:45, 14:00,0.854,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 14:00, 14:15,0.648,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 14:15, 14:30,0.581,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 14:30, 14:45,0.918,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 14:45, 15:00,1.208,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 15:00, 15:15,1.406,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 15:15, 15:30,1.29,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 15:30, 15:45,1.158,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 15:45, 16:00,0.962,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 16:00, 16:15,0.799,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 16:15, 16:30,1.03,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 16:30, 16:45,1.006,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 16:45, 17:00,0.803,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 17:00, 17:15,0.36,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 17:15, 17:30,0.404,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 17:30, 17:45,0.958,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 17:45, 18:00,0.799,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 18:00, 18:15,0.382,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 18:15, 18:30,0.751,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 18:30, 18:45,0.757,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 18:45, 19:00,0.335,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 19:00, 19:15,0.726,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 19:15, 19:30,0.664,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 19:30, 19:45,0.443,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 19:45, 20:00,0.695,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 20:00, 20:15,0.36,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 20:15, 20:30,0.751,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 20:30, 20:45,0.332,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 20:45, 21:00,0.712,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 21:00, 21:15,0.377,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 21:15, 21:30,0.485,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 21:30, 21:45,0.562,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 21:45, 22:00,0.366,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 22:00, 22:15,0.847,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 22:15, 22:30,0.373,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 22:30, 22:45,0.407,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 22:45, 23:00,0.419,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 23:00, 23:15,0.776,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 23:15, 23:30,0.388,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 23:30, 23:45,0.536,A,Consumption
'10443720001617272,12/23/2025,12/24/2025 07:43:21, 23:45, 00:00,0.665,A,Consumption
