ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 00:00, 00:15,0.361,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 00:15, 00:30,0.34,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 00:30, 00:45,0.371,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 00:45, 01:00,0.407,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 01:00, 01:15,0.32,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 01:15, 01:30,0.355,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 01:30, 01:45,0.456,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 01:45, 02:00,0.306,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 02:00, 02:15,0.311,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 02:15, 02:30,0.448,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 02:30, 02:45,0.34,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 02:45, 03:00,0.338,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 03:00, 03:15,0.422,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 03:15, 03:30,0.328,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 03:30, 03:45,0.455,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 03:45, 04:00,0.331,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 04:00, 04:15,0.332,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 04:15, 04:30,0.44,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 04:30, 04:45,0.319,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 04:45, 05:00,0.456,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 05:00, 05:15,0.342,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 05:15, 05:30,0.335,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 05:30, 05:45,0.439,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 05:45, 06:00,0.337,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 06:00, 06:15,0.488,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 06:15, 06:30,0.325,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 06:30, 06:45,0.448,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 06:45, 07:00,0.344,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 07:00, 07:15,0.392,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 07:15, 07:30,0.436,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 07:30, 07:45,0.335,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 07:45, 08:00,0.438,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 08:00, 08:15,0.335,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 08:15, 08:30,0.456,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 08:30, 08:45,0.348,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 08:45, 09:00,0.58,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 09:00, 09:15,0.824,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 09:15, 09:30,0.805,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 09:30, 09:45,0.953,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 09:45, 10:00,0.835,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 10:00, 10:15,0.87,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 10:15, 10:30,1.002,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 10:30, 10:45,0.82,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 10:45, 11:00,0.823,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 11:00, 11:15,0.816,A,Consumption
'10443720001617272,12/13/2025,12/14/2025 08:10:51, 11:15, 11:30,0.934,A,Consumption
