ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 00:00, 00:15,0.87,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 00:15, 00:30,0.964,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 00:30, 00:45,0.896,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 00:45, 01:00,0.864,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 01:00, 01:15,0.812,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 01:15, 01:30,0.797,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 01:30, 01:45,0.905,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 01:45, 02:00,1.021,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 02:00, 02:15,0.917,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 02:15, 02:30,0.965,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 02:30, 02:45,1.024,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 02:45, 03:00,0.889,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 03:00, 03:15,0.913,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 03:15, 03:30,0.971,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 03:30, 03:45,0.84,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 03:45, 04:00,0.98,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 04:00, 04:15,0.888,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 04:15, 04:30,0.887,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 04:30, 04:45,0.781,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 04:45, 05:00,0.785,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 05:00, 05:15,0.805,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 05:15, 05:30,1.012,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 05:30, 05:45,0.93,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 05:45, 06:00,0.988,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 06:00, 06:15,0.84,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 06:15, 06:30,0.936,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 06:30, 06:45,0.811,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 06:45, 07:00,0.822,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 07:00, 07:15,0.809,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 07:15, 07:30,0.856,A,Consumption
'10443720001617272,12/30/2025,12/31/2025 07:41:29, 07:30, 07:45,0.904,A,Consumption
