ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 00:00, 00:15,0.39,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 00:15, 00:30,0.322,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 00:30, 00:45,0.358,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 00:45, 01:00,0.43,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 01:00, 01:15,0.335,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 01:15, 01:30,0.341,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 01:30, 01:45,0.421,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 01:45, 02:00,0.344,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 02:00, 02:15,0.331,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 02:15, 02:30,0.457,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 02:30, 02:45,0.306,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 02:45, 03:00,0.305,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 03:00, 03:15,0.481,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 03:15, 03:30,0.308,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 03:30, 03:45,0.312,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 03:45, 04:00,0.478,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 04:00, 04:15,0.443,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 04:15, 04:30,0.335,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 04:30, 04:45,0.467,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 04:45, 05:00,0.331,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 05:00, 05:15,0.361,A,Consumption
'10443720001617272,12/12/2025,12/13/2025 07:41:42, 05:15, 05:30,0.437,A,Consumption
