ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 00:00, 00:15,0.774,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 00:15, 00:30,0.775,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 00:30, 00:45,0.78,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 00:45, 01:00,0.726,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 01:00, 01:15,0.812,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 01:15, 01:30,0.718,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 01:30, 01:45,0.848,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 01:45, 02:00,0.697,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 02:00, 02:15,0.835,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 02:15, 02:30,0.709,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 02:30, 02:45,0.85,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 02:45, 03:00,0.505,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 03:00, 03:15,0.583,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 03:15, 03:30,0.506,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 03:30, 03:45,0.552,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 03:45, 04:00,0.397,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 04:00, 04:15,0.569,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 04:15, 04:30,0.396,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 04:30, 04:45,0.538,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 04:45, 05:00,0.377,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 05:00, 05:15,0.42,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 05:15, 05:30,0.53,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 05:30, 05:45,0.397,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 05:45, 06:00,0.514,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 06:00, 06:15,0.406,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 06:15, 06:30,0.445,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 06:30, 06:45,0.833,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 06:45, 07:00,0.924,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 07:00, 07:15,0.931,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 07:15, 07:30,0.81,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 07:30, 07:45,0.944,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 07:45, 08:00,0.845,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 08:00, 08:15,0.84,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 08:15, 08:30,0.716,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 08:30, 08:45,0.751,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 08:45, 09:00,0.862,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 09:00, 09:15,1.096,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 09:15, 09:30,0.937,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 09:30, 09:45,1,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 09:45, 10:00,0.905,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 10:00, 10:15,0.889,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 10:15, 10:30,1.003,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 10:30, 10:45,0.907,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 10:45, 11:00,0.881,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 11:00, 11:15,0.9,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 11:15, 11:30,0.893,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 11:30, 11:45,0.863,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 11:45, 12:00,0.875,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 12:00, 12:15,1.001,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 12:15, 12:30,0.89,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 12:30, 12:45,0.956,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 12:45, 13:00,0.918,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 13:00, 13:15,0.887,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 13:15, 13:30,0.898,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 13:30, 13:45,0.557,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 13:45, 14:00,0.401,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 14:00, 14:15,0.413,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 14:15, 14:30,0.388,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 14:30, 14:45,0.424,A,Consumption
'10443720001617272,12/03/2025,12/04/2025 07:41:42, 14:45, 15:00,0.407,A,Consumption
