ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 00:00, 00:15,0.714,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 00:15, 00:30,0.738,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 00:30, 00:45,0.626,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 00:45, 01:00,0.692,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 01:00, 01:15,0.744,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 01:15, 01:30,0.618,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 01:30, 01:45,0.706,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 01:45, 02:00,0.683,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 02:00, 02:15,0.642,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 02:15, 02:30,0.714,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 02:30, 02:45,0.648,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 02:45, 03:00,0.708,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 03:00, 03:15,0.685,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 03:15, 03:30,0.626,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 03:30, 03:45,0.732,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 03:45, 04:00,0.596,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 04:00, 04:15,0.745,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 04:15, 04:30,0.602,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 04:30, 04:45,0.768,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 04:45, 05:00,0.589,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 05:00, 05:15,0.767,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 05:15, 05:30,0.642,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 05:30, 05:45,0.714,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 05:45, 06:00,0.694,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 06:00, 06:15,0.682,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 06:15, 06:30,0.761,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 06:30, 06:45,1.044,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 06:45, 07:00,1.022,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 07:00, 07:15,0.937,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 07:15, 07:30,0.596,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 07:30, 07:45,0.612,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 07:45, 08:00,0.64,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 08:00, 08:15,0.48,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 08:15, 08:30,0.421,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 08:30, 08:45,0.514,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 08:45, 09:00,0.644,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 09:00, 09:15,0.992,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 09:15, 09:30,0.841,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 09:30, 09:45,0.84,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 09:45, 10:00,0.842,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 10:00, 10:15,0.838,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 10:15, 10:30,0.842,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 10:30, 10:45,0.872,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 10:45, 11:00,0.845,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 11:00, 11:15,0.832,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 11:15, 11:30,0.851,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 11:30, 11:45,0.84,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 11:45, 12:00,0.838,A,Consumption
'10443720001617272,12/09/2025,12/10/2025 07:42:20, 12:00, 12:15,0.871,A,Consumption
