ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 00:00, 00:15,0.755,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 00:15, 00:30,0.748,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 00:30, 00:45,0.833,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 00:45, 01:00,0.775,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 01:00, 01:15,0.733,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 01:15, 01:30,0.761,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 01:30, 01:45,0.739,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 01:45, 02:00,0.74,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 02:00, 02:15,0.736,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 02:15, 02:30,0.767,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 02:30, 02:45,0.782,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 02:45, 03:00,0.842,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 03:00, 03:15,0.748,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 03:15, 03:30,0.75,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 03:30, 03:45,0.744,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 03:45, 04:00,0.739,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 04:00, 04:15,0.738,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 04:15, 04:30,0.72,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 04:30, 04:45,0.73,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 04:45, 05:00,0.78,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 05:00, 05:15,0.865,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 05:15, 05:30,0.716,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 05:30, 05:45,0.732,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 05:45, 06:00,0.761,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 06:00, 06:15,0.71,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 06:15, 06:30,0.799,A,Consumption
'10443720001617272,12/04/2025,12/05/2025 07:42:42, 06:30, 06:45,0.821,A,Consumption
